t,x,y,z,dx,dy,dz
0.0,6.253092464436222,6.490547111051873,11.017317686407068,-5.234324938003354,54.984405079178345,-9.825545820602244
0.03,6.457637897125177,7.7642672441263185,11.347085674610906,15.44112183939751,39.68990982036121,22.769455793484667
0.06,6.9332972199853975,9.013292885448847,11.977107107911035,16.22630891249537,33.548239649274365,19.5894229352225
0.09,7.553644922726015,10.122817312736913,12.931974156539285,17.470599751182363,38.8413941239005,33.29299081933004
0.12,8.289729397576094,11.106236325003149,14.274942748205873,35.92837527692609,19.666930497285648,48.3004297733014
0.15,9.04077022563818,11.782784892439702,15.87116413670026,19.27647251034159,8.990600781559806,76.60508786494756
0.18,9.70329941262645,12.02637729952438,17.72959603521729,10.949007849360896,2.2447164719696957,76.85100464278185
0.21,10.229554931922976,11.795205802622377,19.659863747014878,4.06070789338537,-35.460370511984365,65.99561304876988
0.24,10.488689029544338,10.96940292142794,21.36902014660805,0.27830488748350035,-43.03658542209814,66.3028967202772
0.27,10.457628023748489,9.697875696095261,22.597752541208504,-1.8331360370038965,-57.06981204634667,27.79678722335848
0.3,10.087630290924197,8.180707206533338,23.297645195565618,-32.048903983934906,-43.12587629274685,2.099428500767317
0.33,9.45158840919043,6.653058666611625,23.359180099992756,-23.47409164767214,-44.253919944846075,-2.2628413126258238
0.36,8.624724709339546,5.346600626535332,22.914066340245775,-32.09580805340829,-38.43220921376587,-62.06107250352579
0.39,7.7201705251234465,4.313280464255657,22.10347240028305,-29.9589819129601,-30.181973145489337,-31.239433309441665
0.42,6.858245438109819,3.635156365399975,21.04935884990646,-34.27067682504958,-23.13815841132555,-61.97340852490197
0.45,6.039295701998636,3.2580994146861757,19.807014815531733,-24.276074571384925,-4.786891068273917,-46.75335947057829
0.48,5.363915192378333,3.1205502693583647,18.650419900315008,-13.600268792409679,1.5140122516872907,-20.317565517389085
0.51,4.849697154613616,3.161354174435732,17.484922037605163,-17.209144841693615,3.6000149169594806,-13.710936885407136
0.54,4.473650130415974,3.3531983188277463,16.450035607499544,-8.353009709664548,12.527748618792202,-31.33150909476717
0.5700000000000001,4.245342017641292,3.648173636850755,15.44426981003788,-8.6716089064289,13.4812829739069,-33.55983599757565
0.6,4.1580968058804935,4.034893994260725,14.59248267202227,1.4095220666890782,18.801980484273145,-14.58525139088124
0.63,4.18730276868315,4.497043253604184,13.854438063052713,6.587409179178849,14.490116375319758,-19.015687321066252
0.66,4.325048653566556,5.064774316629922,13.239393112126235,7.96009187982645,21.35596160987052,-37.09588676718067
0.6900000000000001,4.579709082133016,5.69036763647128,12.78154024346899,2.2937313985421497,23.72310800468813,-1.844877060165345
0.72,4.925265700370568,6.427941304846281,12.509977637759194,13.921906379609482,31.901410355956614,-16.67369670033986
0.75,5.3617030056875095,7.236212231943025,12.436543517402063,13.452436258479793,21.095001595230315,-10.168029769870373
0.78,5.902686564221016,8.088914732305357,12.597777920105814,22.606563111108244,28.595656242874156,18.212279486808256
0.81,6.5270284565810295,9.009320497246108,13.071014680188908,23.503589609896608,31.74334643777911,22.08356226984688
0.84,7.2346058727519145,9.887438960594347,13.816287246625903,21.469801870828633,24.521550183580075,40.608775532306026
0.87,7.931573940177918,10.627991744251824,14.858937230837213,15.330092887082174,16.97414377448331,19.064671874411033
0.9,8.642549812000423,11.171651400303043,16.195859787074284,28.237280021849983,8.911816635954892,35.68271280453064
0.93,9.252323818535906,11.419119129758666,17.678519067446192,20.747811581190035,-4.853029446775508,51.32433405367374
0.96,9.74602838121752,11.180827848515339,19.245502240226262,3.2320234044955214,-15.577594731420504,62.67201759839554
0.99,10.010311923554855,10.554596086235115,20.715589726190466,12.794131244624623,-38.2337795854819,35.01313322817077
1.02,10.024432084037047,9.573427441641797,21.87508960723667,-8.056636406226971,-53.02594655615758,16.085560587214786
1.05,9.800258938081312,8.363450781009847,22.50509933348824,-11.811542013589133,-42.06486385938297,-11.14599118901424
1.08,9.28773405565781,7.0708572101969684,22.665303033325713,-29.113940854976136,-35.233401600016805,-11.707262999221712
1.11,8.612879741824887,5.9059065427031445,22.392799044515765,-29.77389436534122,-32.380323349511855,-3.30436962220665
1.1400000000000001,7.878973919612424,4.981237790411401,21.72930092591476,-26.577755444866398,-30.266557861766614,-62.660850247713825
1.17,7.106549856037896,4.325539990944077,20.91340100923695,-13.769082977916696,-17.52682677462917,-15.132373124022706
1.2,6.406244948430559,3.911267267146611,19.899880699793446,-23.727286414825357,-8.586974463313254,-41.54074063695043
1.23,5.782975374420153,3.73976757279239,18.811628631043543,-25.173215748293387,-3.1103264409368876,-28.562424352299786
1.26,5.3139868440241065,3.73380142001258,17.772612767744185,-7.33052418610896,4.394896146358178,-8.651093871463672
1.29,4.949319030640515,3.8820336027496127,16.818337609876078,-13.77783349160245,5.890583876657502,-19.25113011090616
1.32,4.740517005509102,4.142201868279948,15.940875825383863,-6.986392950086611,18.01824094441963,-5.343681442082016
1.35,4.629414862583619,4.505031598764088,15.131876284854032,3.93652153054245,15.119907613638134,-12.977089196808265
1.3800000000000001,4.651075887686667,4.9485126240319675,14.454197276999867,2.8068729239817003,17.69767439645102,-19.507553537956483
