t,x,y,z
0.0,5.005162508320659,7.0000929183181855,11.984496799830287
0.001,5.026369442975431,6.998475178743456,12.023157109133324
0.002,5.048681438658602,7.000917169315097,11.996417322006241
0.003,5.059970037109803,6.990434522518979,11.99724325643329
0.004,5.076566160943329,6.989649018607012,12.016666189490996
0.005,5.103556341045468,6.985886425779544,12.012026025122926
0.006,5.12180945361731,6.979484938850647,11.99971800036631
0.007,5.134339961680485,6.995415741364353,12.01498268607815
0.008,5.154396458499295,6.97050906936055,12.04421033677256
0.009000000000000001,5.171858953041834,6.975503122292976,12.007808601276022
0.01,5.181848993234768,6.983883185002352,12.039915426358654
0.011,5.209597351847638,6.987997975895756,12.037258124237527
0.012,5.217446693644754,6.989496380640272,12.020804782563449
0.013000000000000001,5.235618572006604,6.980365240833383,12.048496288273356
0.014,5.257940578657442,6.961694082057308,12.070585914490849
0.015,5.266478410049159,6.965746352566831,12.045955476446476
0.016,5.284994563767601,6.9626721006681205,12.065512314117198
0.017,5.312829908263072,6.968966367878937,12.077786296115491
0.018000000000000002,5.328050040394007,6.963508428163897,12.069569651732012
0.019,5.338387455907194,6.97510890231353,12.068987487187284
0.02,5.346136551389035,6.9475972107253785,12.07027222437781
0.021,5.362289370208915,6.969182605424786,12.099807767398852
0.022,5.3789434114241415,6.957190582755719,12.075513161232948
0.023,5.410584529922169,6.9417033479760395,12.11084682441732
0.024,5.425523648654105,6.941029116648582,12.110343492088433
0.025,5.436933666112094,6.943526657677611,12.10300025190739
0.026000000000000002,5.442060748825168,6.94114350350519,12.114286035503454
0.027,5.456667317042205,6.944166831095418,12.132735084119087
0.028,5.487570721885465,6.948684600912652,12.120624796839305
0.029,5.485492366054663,6.931921593450069,12.098263879870997
0.03,5.502095194666262,6.935599652792604,12.124495943809327
0.031,5.515176350714521,6.938759901215412,12.117692058991791
0.032,5.526819646572072,6.93291287435372,12.158353602375477
0.033,5.541762748425867,6.943709943110936,12.140291920154407
0.034,5.569682582012779,6.938083611677909,12.125308148107218
0.035,5.5854271750233755,6.916866073107973,12.163933501479768
0.036000000000000004,5.595410607590843,6.920517154243408,12.142828133132202
0.037,5.604373924608694,6.937787832548988,12.181725833002451
0.038,5.604657006653903,6.932703588204568,12.163238926804407
0.039,5.634678284348498,6.906851497911591,12.181715909017367
0.04,5.6412519600321005,6.904349129797637,12.185281234073251
0.041,5.646637116744214,6.901900419056043,12.191501735749124
0.042,5.661512524046429,6.92115799599888,12.211164863113224
0.043000000000000003,5.667784200852371,6.908644892359902,12.197584266179861
0.044,5.682969242141662,6.910972303949373,12.21813739007965
0.045,5.692043572281443,6.906184709758349,12.212736139884493
0.046,5.708862714891559,6.8976154628140245,12.21341179366094
0.047,5.724813285903208,6.894948750143338,12.229028014366255
0.048,5.742552642516348,6.8958411228737955,12.215274735293471
0.049,5.751560407503297,6.901980567609577,12.228170059468063
0.05,5.76717099514202,6.887433945535296,12.258302919635847
0.051000000000000004,5.764191119015202,6.889051438747739,12.266693548635203
0.052000000000000005,5.776091716435311,6.895139455504997,12.25372299164575
0.053,5.804001549394734,6.879021883979239,12.247644166915014
0.054,5.801379157934896,6.889242919263364,12.296085201863075
0.055,5.817690428564185,6.88161693628456,12.293438521681791
0.056,5.826701337541226,6.882807043508294,12.290157395083819
0.057,5.8294765891815565,6.882082387176629,12.29212461416232
0.058,5.8421801185069135,6.858585196873378,12.293947147539203
0.059000000000000004,5.86456473204913,6.857039680526041,12.290538655962772
0.06,5.869479259870313,6.870405230489521,12.320889514697193
0.061,5.875968805546936,6.86670482927421,12.33106748369659
0.062,5.885114043183419,6.864391957982984,12.305279132636947
0.063,5.89359874399272,6.855810509168212,12.350038347883105
0.064,5.897183236082821,6.862355570624406,12.343709568430572
0.065,5.916953153485278,6.83956729772667,12.366324396496495
0.066,5.923395203451726,6.8513153911946665,12.343333267247383
0.067,5.939565169794147,6.83977081908195,12.381656635374327
0.068,5.950062273175259,6.850955717398938,12.394008411519186
0.069,5.9417134103588705,6.831298824803288,12.397982741339533
0.07,5.95723665300491,6.8262607037227925,12.367351594052096
0.07100000000000001,5.9666738734423985,6.837170054534586,12.409867733600127
0.07200000000000001,5.976923868512815,6.817595405602786,12.424497153181404
0.073,5.984612931292299,6.819151601933384,12.40299196421612
0.074,5.988559938120953,6.825052855428182,12.43270390283701
0.075,6.010921960477297,6.8100658219095225,12.420657849817966
0.076,6.004809799196108,6.811361215254754,12.44040217583703
0.077,6.01527492012955,6.818156448661397,12.462506046820133
0.078,6.022801327279416,6.822634437650349,12.429101685889318
0.079,6.03901719211605,6.794181240040849,12.438665906292352
0.08,6.034740608684836,6.793611104750918,12.460092879272782
0.081,6.042198239959788,6.802190471340458,12.456209360486175
0.082,6.044600882564236,6.787223725227729,12.4754670188138
0.083,6.051064283395017,6.7885332424362845,12.483204421034754
0.084,6.072382009465094,6.794441747351909,12.500328501893966
0.085,6.087289621003034,6.774429138423814,12.505268200690008
0.08600000000000001,6.074721492222333,6.790405984506954,12.50410966537748
0.08700000000000001,6.091951009462288,6.789612756124365,12.506156351077037
0.088,6.098182803174789,6.766286184305029,12.519959352188808
0.089,6.095962573345616,6.7645347475197335,12.55155841392508
0.09,6.1034067182783325,6.752644692449559,12.542391833992117
0.091,6.121062880235609,6.748559893038527,12.544604857859657
0.092,6.116821691257166,6.75572318808438,12.559435645962152
0.093,6.13751476502829,6.749103513375806,12.579249103699274
0.094,6.133109591318911,6.756766355014571,12.543253164475583
0.095,6.147888345892813,6.755011427060113,12.562415093620809
0.096,6.138703724796238,6.749719533158269,12.557825851473376
0.097,6.140521806311431,6.74928355176025,12.590179914553534
0.098,6.165265846821289,6.723494501474235,12.599988948353895
0.099,6.161137916236109,6.719678264968122,12.604230852164973
0.1,6.16213368639508,6.7110481374502715,12.6306866896831
0.101,6.165185219571709,6.7197389500664375,12.641889522843632
0.10200000000000001,6.168791341937735,6.718849320567937,12.601850568807558
0.10300000000000001,6.186630368944328,6.705386825676591,12.620523982191143
0.10400000000000001,6.189232083971103,6.712356914592953,12.643172372578823
0.105,6.197946029248846,6.696597115209939,12.660246436292423
0.106,6.189098652460368,6.70850023854291,12.676218743092885
0.107,6.1934727479162985,6.685737837715508,12.653917121015457
0.108,6.20606910887895,6.687899678230384,12.68821024233894
0.109,6.224388573784912,6.697020986119275,12.657570793706993
0.11,6.207125508326809,6.68925136215079,12.699168953129393
0.111,6.22586416001713,6.664246065645782,12.684897637457688
0.112,6.218237552845851,6.674709518153923,12.702413104575177
0.113,6.240958302163338,6.669490012216066,12.690665049256351
0.114,6.24410447022564,6.669986329247746,12.70033221684189
0.115,6.231505814659308,6.6594356563445425,12.730505716206123
0.116,6.2338843857564035,6.6470396516822055,12.72969544802881
0.117,6.258192936115578,6.640467061464272,12.743091209342543
0.11800000000000001,6.253175550883209,6.643967431305552,12.71822198749586
0.11900000000000001,6.252639050366539,6.630366592545494,12.723953859503213
0.12,6.259691810634424,6.622678206359692,12.760985644826413
0.121,6.256774763782143,6.636370138903755,12.743981786446358
0.122,6.267232575482199,6.611958337086891,12.758110346384527
0.123,6.282264269658317,6.625230048024319,12.759768595968819
0.124,6.272295810801612,6.604675824232816,12.766039274186827
0.125,6.267449116043973,6.59669419268089,12.79046184876583
