t,x,y,z
0.0,47.38262708467322,48.328716493896216,3.9979779365564156
0.01,47.28378866816206,48.90410092817735,4.020198556328348
0.02,46.757784380831175,48.92680349142858,4.055311512780956
0.03,46.61215005139318,49.32697190052905,4.062142218609537
0.04,46.14819382281396,49.72678227029274,4.103184559788698
0.05,45.884040765823514,49.821230839549656,4.120130111997278
0.06,45.599846318586465,50.0181758771622,4.139552240658742
0.07,45.53304859967987,50.368390878358966,4.155349333583995
0.08,45.010128958460434,50.72689934771057,4.16861642189632
0.09,44.78478437216245,51.13259483960978,4.189318461240924
0.1,44.639459923940436,51.06614324561938,4.222473130974103
0.11,44.11510502863401,51.60665706627025,4.258763319067816
0.12,43.99059164051768,51.65725078254448,4.2799605393219045
0.13,43.476642639944544,52.01033382858038,4.289253138364036
0.14,43.34732209727528,52.5237499705245,4.320035429786362
0.15,42.976786058040005,52.8285691945595,4.326598143994824
0.16,42.60941610088953,52.937515088347546,4.375557966821947
0.17,42.40328866920117,53.02359277734769,4.406329091462305
0.18,42.29397907263004,53.38320114150498,4.42372395496303
0.19,41.843085276939796,53.56783279709002,4.438705633967243
0.2,41.491618900131385,54.0066667737945,4.477406700688933
0.21,41.40372008657868,54.18967500484894,4.502931533005761
0.22,40.992057597026815,54.510855176732456,4.518436143310871
0.23,40.82713292051665,54.78248730375786,4.543317175537803
0.24,40.557675727162895,54.87783346179531,4.566537559252858
0.25,40.20734145681356,55.09019983341579,4.598194984406514
0.26,39.82173507556141,55.60557337501583,4.627273944983594
0.27,39.55638799241023,55.8587412629526,4.627407339668367
0.28,39.11716883832624,56.16181649133239,4.643649906365731
0.29,38.84662038300421,56.535418810378765,4.696275792801253
0.3,38.812174516393824,56.671049703271564,4.69944611469318
0.31,38.50432359130964,57.00825670789694,4.728834222829381
0.32,38.038015869092234,57.33620638772965,4.771103549841449
0.33,37.858969728456216,57.458497693764635,4.8045698002709205
0.34,37.5710996736674,57.6528841953682,4.821804564022991
0.35000000000000003,37.323353821524876,57.72399757754893,4.841567193225995
0.36,36.956156867454325,58.26425681665543,4.872796621965447
0.37,36.691666189314276,58.406519272695725,4.890636421421816
0.38,36.5487826433526,58.75540711358116,4.909402588510326
0.39,36.10282724077554,58.81692409283909,4.95625376184152
0.4,35.74692567220316,59.31735067942281,4.962477413099227
0.41000000000000003,35.557196354607605,59.37469290507748,5.004849678619742
0.42,35.42835241659792,59.79827700073605,5.024190384723912
0.43,35.085193293199914,59.69859419255203,5.039119335677701
0.44,34.72286949840377,60.06237962289978,5.079642667097066
0.45,34.580911393202776,60.598174021936686,5.118142874705216
0.46,34.19732715485094,60.67672320992503,5.151358487891608
0.47000000000000003,33.910430021144066,60.86446957003251,5.15376945884604
0.48,33.72452946997542,60.865344654942284,5.169517242881006
0.49,33.40306924362237,61.35357695589857,5.233603437966942
0.5,33.17128329156054,61.529056766432056,5.242694648114399
0.51,32.907338973647754,61.6573657219607,5.290401398694568
0.52,32.5291735669736,61.821838710401636,5.292111882022225
0.53,32.36101125770082,62.32150179997816,5.311863227162562
0.54,32.22696400771736,62.43030583211468,5.357857668408709
0.55,31.950149539865503,62.98818115766379,5.387003893900487
0.56,31.593040098530967,62.91282560319224,5.392544086461814
0.5700000000000001,31.435144590930676,63.026409455645116,5.426481428949452
0.58,31.061893388649544,63.3651984862112,5.457809134224832
0.59,30.945275627050062,63.89583387446505,5.477937673970617
0.6,30.616245984588776,63.74373267390376,5.506434763463248
0.61,30.235987624534207,63.918491991203474,5.558824698815268
0.62,30.159226008219587,64.40352065444975,5.5684027719791205
0.63,29.847509899092373,64.54788730852066,5.6261846013918895
0.64,29.52120199982267,64.91847752613587,5.649717212060665
0.65,29.337604153147193,65.11987429879684,5.685685406891111
0.66,29.108121467088818,65.02829621498144,5.679578038541773
0.67,28.83757120381827,65.48749062624277,5.7507738704760865
0.68,28.536810123424182,65.45919492162896,5.751210668195322
0.6900000000000001,28.375798040090487,65.72048091173521,5.8044832678146205
0.7000000000000001,28.210418117034248,66.12460295563274,5.805969382877966
0.71,27.96956407706858,66.06408441470683,5.866274855753454
0.72,27.697733778660798,66.26040503210784,5.878411792394254
0.73,27.29778958679472,66.47227653018265,5.9102456377209345
0.74,27.142106945827788,67.09457069821694,5.931193845207151
0.75,27.00351704644627,67.36066078885675,5.971479851039409
0.76,26.772402521664763,67.1992310559501,5.999377664279125
0.77,26.379518959541986,67.2698748967983,6.0310555135773285
0.78,26.277147524848022,67.69795211618249,6.075583838517348
0.79,25.931107667670652,67.79555121463966,6.075216966287946
0.8,25.834117871058602,68.30854136260935,6.1218252824636235
0.81,25.469269356841476,68.50106799413568,6.13013932413105
0.8200000000000001,25.210965342364123,68.57730843178788,6.158492571499926
0.8300000000000001,25.007799942279373,68.65021381635988,6.234129359190587
0.84,24.849123225142904,69.03310567307062,6.262084530410257
0.85,24.619377055348288,68.95975638922008,6.2694750796423415
0.86,24.38436007959122,69.01122201687981,6.318178264208232
0.87,24.254140028823926,69.60350865688842,6.348041315325754
0.88,23.99106990478059,69.83212994155298,6.36255374677937
0.89,23.72226549079504,69.83801652263931,6.422550899121382
0.9,23.557184180713563,69.93876654199707,6.447654896877377
0.91,23.272943654844592,70.25346257526604,6.44333448892707
0.92,23.10026961815449,70.33458475000425,6.4812685051367795
0.93,22.94944414358041,70.46122544056001,6.536910894683586
0.9400000000000001,22.613212170181615,70.50977194112504,6.565905732059605
0.9500000000000001,22.459725408406868,70.77683162531686,6.56538120252598
0.96,22.20081291000482,70.89426399085151,6.630296419989095
0.97,22.119351859081178,71.03145436418453,6.660292156077868
0.98,21.91361480430011,71.64737600009776,6.671680267090553
0.99,21.61934766705773,71.35638778526464,6.735554543617848
1.0,21.52824193035437,71.63180604952946,6.768485497010593
1.01,21.212322245767975,72.0726883575356,6.771814534562209
1.02,21.083172137722773,72.05445494811434,6.818309097241015
1.03,20.870462622215797,72.28582002965125,6.82058849183682
1.04,20.7391009173425,72.61375685372737,6.851785451816253
1.05,20.541287868680687,72.4031158410969,6.898589406455912
1.06,20.22713875074921,73.01865714461732,6.921159699125879
1.07,20.042926298715866,72.81216392696959,6.967849512136415
1.08,19.92524226972165,72.94650686826284,7.011918427888276
1.09,19.775292910477262,73.25268071733744,7.063974233018594
1.1,19.59832590761827,73.45067797214678,7.0656549753645175
1.11,19.30811271994996,73.69390147286295,7.086638574952417
1.12,19.093250527143873,73.57382545641887,7.117016631660626
1.1300000000000001,18.995281648505,73.74210223396517,7.153062363065815
1.1400000000000001,18.73505228201964,74.22509642297284,7.184016510434664
1.1500000000000001,18.559125016072283,74.4063944552363,7.239745093253012
1.16,18.377079828944307,74.01322985226369,7.291842978895469
1.17,18.200297882804914,74.70488224869909,7.320418765938513
1.18,18.07024130352522,74.41496617341149,7.355123843032023
1.19,17.977016296139244,74.94395374233495,7.3666157057767485
1.2,17.76900467255986,74.57935144480692,7.4287391804879075
1.21,17.585969290981907,75.14376122713914,7.465557967139101
1.22,17.355037992430603,75.38101151499657,7.473716845914214
1.23,17.223755881125868,75.1162251445451,7.511643031438642
1.24,17.00668856240848,75.12716593918067,7.559810473130563
1.25,16.944825813984373,75.73490198045303,7.574650028285139
1.26,16.739269899561343,75.87768080335957,7.599783686864142
1.27,16.499275458180392,75.68887814646655,7.638257744983672
1.28,16.36291692643655,76.05052303440334,7.6937338305450975
1.29,16.194251281572445,75.8889905101054,7.715953991499535
1.3,16.142983837726256,75.92463392893265,7.74930811823175
1.31,15.912807878339795,76.35686284785267,7.783060476981322
1.32,15.712623103547747,76.50172780633496,7.822435220653977
1.33,15.552988303304833,76.76275474790594,7.871669244318161
1.34,15.483549733522764,76.9290939599543,7.898429303656999
1.35,15.262963792078235,76.82977707005666,7.907661798425671
1.36,15.19756480639657,76.63398869401327,7.929152148061107
1.37,14.955301228000705,76.75768643238376,7.993437863613308
1.3800000000000001,14.824410622419176,77.35356803393832,8.05115424004197
1.3900000000000001,14.703369022137114,77.32142226158321,8.080216467552939
1.4000000000000001,14.568288485440961,77.5134422584483,8.124145426643814
1.41,14.397414108632217,77.40350307946706,8.161789844961016
1.42,14.234520797106079,77.83902858613185,8.16992594055948
1.43,14.080055602246956,77.47799126826871,8.197392783534456
1.44,14.016906615665096,77.88037956259967,8.218872191235585
1.45,13.79474763187392,78.03477118943792,8.28718677752819
1.46,13.650827122067579,78.18730341808033,8.29444370596156
1.47,13.574442448012274,77.96422108178446,8.313551856132031
1.48,13.435153751170882,78.10775144974376,8.351410743618343
1.49,13.336810389574428,78.58483002136795,8.431372930058098
1.5,13.168589365229519,78.10339388538236,8.414178903777827
1.51,13.060404412175245,78.51604246767158,8.507523891994472
1.52,12.92051350836986,78.73175147917125,8.503807921660442
1.53,12.787219133440612,78.98123771128633,8.527492302217928
1.54,12.59958127949731,78.7598963159008,8.57481891549406
