t,x,y,z,dx,dy,dz
0.0,50.65642400211597,41.00163270759096,8.467055699639362,-18.364227170022218,21.80717519040485,9.301660387166244
0.24,45.21046637597227,45.83742840074148,8.955600746483142,-27.964257544953853,26.7409491502126,-0.12976894125648641
0.48,39.72396004822719,50.95194386744296,9.341800302598347,-18.378098700784903,33.5315405321594,0.4340517184597843
0.72,34.42557579034609,55.40373440271367,9.951722536821016,-20.21066938151671,4.74782516870664,-0.3467239028902327
0.96,29.405917563516773,60.25434148297191,10.396700541043954,-33.256348246829475,20.656475572084673,3.9981157081876972
1.2,25.052386040018735,63.67629045257049,11.061582114714813,-19.47154010117106,38.50997894777947,3.311340834497514
1.44,21.099374596056258,67.28107937336384,11.624783691141788,-13.640086630842461,19.655549944485756,0.21214881300284105
1.68,17.583703004638814,69.78317269915688,12.27298939532113,-14.897522298350282,4.104398595056409,7.443692860760848
1.92,14.532677719811254,72.17850863032574,12.975772514988432,-17.830352263478517,16.894896161833913,6.47144621937241
2.16,11.9281712983443,74.60739127249259,13.785780336551763,-8.082405890012296,-17.15874346787632,3.7142918272782026
2.4,9.818173509414633,75.92169785710277,14.418327833958353,-10.561193912919862,5.813199146173247,1.7030585355998937
2.64,8.01139299599291,76.95125537157422,15.137240372067252,-9.516912771337275,-8.36660459574614,-4.286482881794541
2.88,6.591192453221384,77.65257427924038,16.00873718898385,-7.5289920830369965,-2.915229667706626,1.0314648964437083
3.12,5.3446252799368414,77.77709505027671,16.715388391895935,-4.726184856174825,31.710702473267247,6.300184104491336
3.36,4.346173680976655,78.68942682463745,17.42304748031086,-4.311306823920461,-17.69016088556191,7.391504889279304
3.6,3.5573335755336424,78.20666309597013,18.131570960059292,-3.0585246103087798,-4.768179562971909,4.68383369414471
3.84,2.8938295820506776,78.34790515861702,18.944787816933275,-3.068357008485947,7.752330959501251,-2.3533939101923806
4.08,2.3515642341958047,77.63438694448737,19.578442491639557,-2.1618416387600945,-27.104555202543906,5.122855096406511
4.32,1.9051853056963854,77.6433511300247,20.444176232483972,-1.3210969477380985,-12.617514988921357,-6.418747299335678
4.5600000000000005,1.5535109407949748,77.56421406011921,21.136540542232318,-1.3396106224006843,-20.296460207776818,-5.589126966704043
4.8,1.2745112038237993,76.59013954603756,21.811862542537842,-1.022078017931463,-8.13509395389201,4.822329145747517
5.04,1.0405983114091968,76.33764557303354,22.561426079886814,-0.5992406984639231,18.627170284510157,11.148831547936197
5.28,0.8511870834884556,76.07314573653196,23.292555953474388,-0.667023639861192,10.399875674920168,13.975276463781256
5.5200000000000005,0.6935932630575207,75.08603659062582,24.048339693261862,-0.6690896245892546,3.536009857105455,2.8640771775867506
5.76,0.5720751953635618,74.59594975836366,24.84842007270066,-0.5406096666626148,22.276594225212193,-1.718953085496878
6.0,0.4675264568768636,73.96570771217282,25.556957096687547,-0.572184722329574,2.3342434961627987,6.399097902189851
6.24,0.3845942643859799,72.94808117912577,26.085419587654453,-0.505869126707001,24.41591623391969,-0.7722250987303596
6.48,0.31919896587208335,72.88563675458684,26.860969250807724,-0.1388704620354826,-18.891870016088887,0.6526573748915325
6.72,0.2623302298718742,72.3436031464111,27.608466450016547,-0.19348463385134274,-8.38082100417023,3.2730254908124152
6.96,0.2166362267884732,71.44475446022632,28.2494645980345,-0.06802234039358979,-2.912456199760527,3.0608792051018554
7.2,0.18022935371426768,70.4478005643763,28.94679398756237,-0.09857993365789319,-2.5076567837468247,10.572498676588111
7.44,0.14996815966174912,70.20969847495236,29.76450989346701,-0.0933260229171351,3.0956752956508353,13.919383430072685
7.68,0.1245149803816653,69.30291741575411,30.266626914747125,-0.09826968562236793,-7.823731913367283,17.35277699813264
7.92,0.10370076534122687,68.52891228175605,31.19081718415303,-0.07052062366101808,-7.9809498707791136,5.782409729484243
8.16,0.08654453095523787,67.87092790465499,31.58810194023953,-0.049849995563811866,11.122162018930794,-8.433603501709968
8.4,0.07247135671820493,67.40708610191025,32.240140525616276,-0.024346039687212162,1.1314534926582382,9.747518292891982
8.64,0.06031335157645544,67.13627231819943,32.9813751725292,-0.04266137104754053,4.801403617244432,8.318497899614158
8.88,0.05083345728712198,66.00917332194857,33.697366482396035,-0.024213994381863557,11.161296650992881,10.563468033235267
9.120000000000001,0.042395785655825184,66.09313508201204,34.1551871075049,-0.03675635618887174,-14.789410133631463,13.243440607126104
9.36,0.03599253157697921,64.70600783550897,34.66371015213777,-0.01931871926881712,17.748987405866956,8.61074126047788
9.6,0.03017375609863278,64.60822360202486,35.437746018075565,-0.014218691710184306,-26.27859446275579,-3.653061081356782
9.84,0.025507281777275237,64.21337427719897,36.04157846497181,-0.021239317140540726,-12.82484724938331,-5.186834841822929
10.08,0.02148708953496717,63.160185519081736,36.88918708324841,-0.020091500333191847,-23.875786891640928,7.7985522923997905
10.32,0.018242739316883933,62.55171696816114,37.167845898561694,-0.009852225102021772,17.666380536892575,4.214885833245944
10.56,0.015457853342042664,61.837404490476715,38.03259512013733,-0.0038311648715574353,-2.7753497287321807,10.449959315232718
10.8,0.013198373813307147,61.5224115135292,38.73092996944269,-0.015323504000813504,-1.9406913628263283,20.203804124678527
11.040000000000001,0.011134644098427075,61.11687887705186,38.89087397202109,-0.011239765006202385,-15.6049581709226,-13.63719128361572
11.28,0.009486204195034398,60.61383827439598,39.87612585559573,-0.008006415072160822,-19.765794610389094,9.713056349315593
11.52,0.00809474962287294,59.44550170214432,40.37967642703374,-0.0039328143471594745,-30.02707316006854,7.375491669583425
11.76,0.006975204809429678,59.07515286572258,40.92742052228609,-0.005838591149207928,-26.74010216418401,-15.618689021474665
12.0,0.005948351063565234,58.78614769606308,41.598227232753764,-0.003789551313475137,-0.2559727829066105,-19.624254775192185
12.24,0.005113756231685064,58.15066312744138,41.71235536920398,-0.005284616098997941,-13.45320539476279,5.523154398220413
12.48,0.004397960331562287,57.40697598959044,42.522618027476824,-0.0029900928940782,-21.651783267091105,-17.083759238150378
12.72,0.003749085312559652,56.80981053031075,43.29244037375232,-0.0006304499255351814,-9.85254808615855,4.7862560149933415
12.96,0.0032390983155620306,56.59278363831897,43.827562132572474,-0.0032797847244181166,21.775928256523002,14.117525740271503
