t,x,y,z
0.0,55.0,40.0,5.0
0.01,54.7358221947075,40.24692472253255,5.01725308275996
0.02,54.4712982182218,40.494089388117104,5.034612393661106
0.03,54.20644391823992,40.74147804884898,5.05207803291111
0.04,53.941275371912646,40.9890745335314,5.069650094555964
0.05,53.67580854114205,41.23686279434775,5.087328664510211
0.06,53.41005945866813,41.48482671958168,5.1051138217502
0.07,53.1440442229873,41.73295013866401,5.123005638348705
0.08,52.877778987122646,41.98121683350569,5.141004179371678
0.09,52.611279966193955,42.2296105308892,5.159109502916859
0.1,52.34456343601293,42.47811490388772,5.177321660099344
0.11,52.07764572596296,42.726713579023034,5.195640695013999
0.12,51.81054321498737,42.97539014030289,5.214066644709723
0.13,51.54327232757775,43.224128133258496,5.2325995391637194
0.14,51.275849529762226,43.47291106898197,5.251239401255767
0.15,51.00829130738694,43.72172244575289,5.269986246860138
0.16,50.740614165115474,43.970545750084625,5.288840084799863
0.17,50.472834647385,44.219364435959854,5.307800916655101
0.18,50.204969319792106,44.468161943373396,5.326868736834433
0.19,49.93703476472633,44.7169217027221,5.346043532551492
0.2,49.669047577019946,44.96562713917848,5.365325283801478
0.21,49.40102435959778,45.21426167706444,5.384713963337677
0.22,49.13298172418775,45.46280873879789,5.404209537014258
0.23,48.864936295532665,45.71125174008476,5.423811964382476
0.24,48.59690468675347,45.959574116047506,5.443521197198923
0.25,48.32890350330741,46.20775931668912,5.463337180003373
0.26,48.06094933947348,46.45579081037062,5.4832598501557905
0.27,47.79305877418477,46.70365208798908,5.5032891378260445
0.28,47.525248366860666,46.951326667155584,5.523424965983644
0.29,47.2575346535696,47.19879809589306,5.543667250537222
0.3,46.98993414499945,47.44604995370698,5.564015901293456
0.31,46.722463319097656,47.69306586040239,5.584470820499837
0.32,46.45513861763113,47.93982947920453,5.6050319031642255
0.33,46.18797644240172,48.186324520379905,5.625699037218261
0.34,45.92099315110748,48.432534745372166,5.64647210352024
0.35000000000000003,45.65420505320399,48.678443970937906,5.6673509758579925
0.36,45.3876284059151,48.924036073101846,5.688335520982932
0.37,45.12127941470028,49.169294985726275,5.709425599573324
0.38,44.85517422449778,49.41420471022785,5.730621065274255
0.39,44.589328914636376,49.65874932086099,5.751921764502518
0.4,44.32375949631761,49.9029129668948,5.7733275367874715
0.41000000000000003,44.05848190853882,50.14667987667427,5.794838214786792
0.42,43.79351201401622,50.39003436168142,5.816453624302234
0.43,43.52886559510794,50.63296082059656,5.838173584295382
0.44,43.26455835892729,50.8754437335143,5.859997907558293
0.45,43.00060593150278,51.11746766789348,5.881926400603615
0.46,42.73702384104097,51.35901729618071,5.9039588627782
0.47000000000000003,42.47382752131156,51.60007739187772,5.926095086810598
0.48,42.2110323077508,51.84063283340943,5.948334858839656
0.49,41.94865343355848,52.08066860799872,5.970677958442678
0.5,41.68670602579511,52.320169815541185,5.993124158663583
0.51,41.4252051116986,52.55912166183954,6.015673226461737
0.52,41.164165629749,52.797509446894644,6.038324923356239
0.53,40.90360238454493,53.03531861169767,6.061079003757278
0.54,40.643530060666606,53.27253472360767,6.083935215725607
0.55,40.38396322027767,53.509143478659574,6.106893301062634
0.56,40.1249162994239,53.745130705229094,6.129952995346886
0.5700000000000001,39.86640360433187,53.980482367697554,6.153114027970459
0.58,39.608439307707606,54.215184570116804,6.176376122175475
0.59,39.35103744503528,54.44922355987406,6.199738995090537
0.6,39.09421194201719,54.68258569925081,6.223202358731888
0.61,38.837976626712305,54.915257452757025,6.24676592053056
0.62,38.58234514343191,55.14722547575185,6.270429380816123
