t,x,y,z,dx,dy,dz
0.0,55.0,40.0,5.0,-26.417780529249768,24.69247225325475,1.725308275995996
0.24,48.59690468675347,45.959574116047506,5.443521197198923,-26.801639611262544,24.825378830218142,1.9762607810448571
0.48,42.2110323077508,51.84063283340943,5.948334858839656,-26.258704387654234,24.02956080604963,2.229143581603978
0.72,36.06213587427029,57.42537568436067,6.512488441368936,-24.85037336193659,22.38108808774723,2.469285274189531
0.96,30.33715993825628,62.5309003846552,7.1319396770884085,-22.763990166117537,20.075169063833528,2.688821102283555
1.2,25.16994496080962,67.02902547804801,7.801029561142246,-20.245349958410543,17.36311031674586,2.882239641664853
1.44,20.633896453899222,70.85301037664965,8.513093169451025,-17.543695269386717,14.497024385103941,3.0466708842823778
1.68,16.746611760903235,73.9923128638786,9.261075375218077,-14.869500238089131,11.68783892244528,3.181661315643339
1.92,13.482142820575557,76.47980809596186,10.038049083462472,-12.373418758951402,9.084794399820112,3.2886243591310063
2.16,10.785900876591247,78.37651441618691,10.837584707221758,-10.144425164963309,6.774241472326594,3.3701836926379656
2.4,8.588398903354426,79.75763473878531,11.653966357860178,-8.219974785726379,4.790401950326213,3.4295728353996537
2.64,6.815879543977383,80.70184070197621,12.482279754046333,-6.60072986333779,3.1305551915879732,3.47017467174976
2.88,5.397397393614726,81.28419412651753,13.31840847986767,-5.264749431807047,1.7695327342730707,3.4952166975340333
3.12,4.268832860735871,81.57219311887344,14.158974020390616,-4.178678080242491,0.6710767002737157,3.5076013799681505
3.36,3.3746356525261363,81.62411681295444,15.001247534519333,-3.305470949244068,-0.2043637541150929,3.5098347033589334
3.6,2.668095551068126,81.48885158383966,15.843052865092103,-2.609082130436832,-0.894936666711601,3.504018797148319
3.84,2.110769287463684,81.20655817820487,16.682672534331342,-2.0569332070597,-1.4349473762208618,3.491880583280931
4.08,1.6715058098987643,80.80973121612422,17.518762973976926,-1.6209139033830837,-1.8539034434179484,3.4748173468010464
4.32,1.3253455844101671,80.32437296337692,18.35028145221283,-1.2775117153249624,-2.1764354829001604,3.453947198225478
4.5600000000000005,1.0524508261631478,79.7711241881658,19.176424985670984,-1.0074788757535842,-2.422678826106221,3.4301577018596845
4.8,0.8371441494232194,79.16627550116456,19.996580349412152,-0.7952960988450073,-2.6088532680955723,3.4041493669411693
5.04,0.6670841854402658,78.5226320410457,20.81028377351397,-0.6285847436544714,-2.747888078534743,3.376472822189271
5.28,0.5325801798389805,77.85023102249198,21.61718879766896,-0.49754591560214934,-2.850013760213187,3.347559675814864
5.5200000000000005,0.4260339082149663,77.15692526675073,22.417040825034217,-0.3944638996498995,-2.923283704450114,3.3177476040989404
5.76,0.3414918133689196,76.44885110166696,23.209657084964018,-0.31328482287410964,-2.9740156513285,3.2873004742029934
6.0,0.274289221809305,75.73079986777493,23.99491091041566,-0.24926957944523842,-3.0071547381171513,3.256424317562505
6.24,0.22076974066757749,75.0065108295711,24.772719429761217,-0.19871305791525984,-3.0265668670058403,3.225279924920642
6.48,0.17806502078091985,74.27890103556813,25.54303394365085,-0.15872007944937572,-3.035272652532967,3.1939927319810977
6.72,0.14392247355572294,73.5502451208491,26.305832405595087,-0.1270282825620228,-3.0356322668558278,3.162660549418433
6.96,0.11657078015603703,72.82231567321087,27.061113546633027,-0.10186892996612684,-3.0294906706012625,3.1313596005672935
7.2,0.0946150180426951,72.09649269958966,27.808892282367548,-0.08185809267153932,-3.018291133617822,3.1001492262892043
7.44,0.07695492125596574,71.37384895872415,28.5491961200198,-0.0659117509397551,-3.0031638044588362,3.069075555397376
7.68,0.06272116902340613,70.65521648575879,29.282062345217728,-0.0531796643921667,-2.984994702646418,3.038174367039119
7.92,0.05122569771756797,69.9412384856687,30.007535816613633,-0.04299404233724813,-2.964479276924976,3.0074733192632266
8.16,0.0419229165453461,69.2324098486497,30.725667234804867,-0.03482954032063601,-2.9421641527583233,2.9769936930790664
8.4,0.0343793960044357,68.52910882247505,31.43651178152043,-0.02827224146954843,-2.918479510249199,2.946751751719148
8.64,0.028250168984084202,67.83162178165894,32.1401280493569,-0.02299535321663826,-2.893764458358419,2.9167598115755027
8.88,0.023260149523303863,67.14016265277894,32.83657719769767,-0.018740518685054885,-2.8682865523178407,2.8870270710031036
9.120000000000001,0.019189557030607336,66.45488815612491,33.5259222868444,-0.015303064986552095,-2.8422572041727108,2.8575602691589665
9.36,0.015862462040863348,65.77590978592814,34.208227752030915,-0.01252056379180122,-2.8158436363810324,2.8283642001729277
9.6,0.013137765415635508,65.10330324738774,34.88355898719654,-0.010263862288316328,-2.7891782573392447,2.799442119627656
9.84,0.010902088178824385,64.43711589615576,35.55198201566533,-0.008430079221815712,-2.762365984864118,2.7707960640861984
10.08,0.009064150340334816,63.77737262065592,36.21356322900366,-0.00693712912689437,-2.7354899739161738,2.742427103042928
10.32,0.007550324963231178,63.124080494880616,36.86836918015607,-0.005719348495041077,-2.7086161931074457,2.7143355416026225
